# %ECSV 0.9
#kmin kmax kavg power N_modes
#0.0 0.005 0.0 3.2971548e-09 1
#0.005 0.01 nan nan 0
0.01 0.015 0.012566370614359173 9863.868 6
0.015 0.02 0.017771531752633466 16790.076 12
0.02 0.025 0.021765592370810615 22925.93 8
0.025 0.03 0.027505955385073992 16669.254 30
0.03 0.035 0.03078119592388474 16298.164 24
0.035 0.04 0.03804864531624173 11059.194 66
0.04 0.045 0.04214124841368824 12014.701 32
0.045 0.05 0.0464489334882893 8997.727 72
0.05 0.055 0.052829210493389914 7471.1064 114
0.055 0.06 0.05757817743100935 9046.384 96
0.06 0.065 0.0633010885943778 8718.435 126
0.065 0.07 0.06753726203208989 8003.827 152
0.07 0.075 0.07310073497541773 7146.7466 156
0.075 0.08 0.07720890671902204 8452.048 150
0.08 0.085 0.08212611942513207 6054.1157 264
0.085 0.09 0.08805472559669109 6737.3135 242
0.09 0.095 0.09268913867863003 4660.0693 288
0.095 0.1 0.09777320733729611 4350.523 264
0.1 0.105 0.10271418050178498 4184.891 366
0.105 0.11 0.1076339745421051 3965.7195 332
0.11 0.115 0.11243980285935995 3902.8682 390
0.115 0.12 0.11781527087656798 3489.5479 552
0.12 0.125 0.12297556601297087 3324.4456 324
0.125 0.13 0.1275301421150264 3069.7935 630
0.13 0.135 0.1327394156070517 3171.3657 488
0.135 0.14 0.13731091017245808 3269.0532 558
0.14 0.145 0.14240898142131642 2866.0032 708
0.145 0.15 0.14744245723301908 2738.9817 672
0.15 0.155 0.15276836009486533 2404.8293 758
0.155 0.16 0.15770128086986376 2348.152 828
0.16 0.165 0.16273764247225603 2137.004 750
0.165 0.17 0.1674919004140585 2379.61 936
0.17 0.17500000000000002 0.17195491529373894 2061.2295 728
0.17500000000000002 0.18 0.17714169929954296 2154.9255 1170
0.18 0.185 0.1821505177058968 1855.3024 1008
0.185 0.19 0.1873726837238742 1941.2739 1110
0.19 0.195 0.19194760983543932 1778.5514 1104
0.195 0.2 0.1972385917195215 1682.5726 1364
0.2 0.20500000000000002 0.20279460154467102 1782.255 1398
0.20500000000000002 0.21 0.20754026187937108 1565.5588 1272
0.21 0.215 0.21246267918437078 1641.6448 1314
0.215 0.22 0.2174310111901156 1527.6055 1712
0.22 0.225 0.2223577937668971 1453.3018 1296
0.225 0.23 0.22724993270560281 1416.8726 1806
0.23 0.23500000000000001 0.23247626436538582 1450.016 1692
0.23500000000000001 0.24 0.23732970453539406 1374.0693 1670
0.24 0.245 0.24235213501846112 1274.8154 2064
0.245 0.25 0.24763033972868226 1372.0984 1884
0.25 0.255 0.25259540404471487 1246.5043 2046
0.255 0.26 0.25763185690474527 1263.9215 2160
0.26 0.265 0.26244221781465354 1142.2505 1934
0.265 0.27 0.2675916162952756 1133.1539 2628
0.27 0.275 0.2725606907036335 1142.8638 2064
0.275 0.28 0.2774651759090453 1138.8678 2478
0.28 0.28500000000000003 0.2824709244702679 1055.0435 2588
0.28500000000000003 0.29 0.28755554445055914 1053.2574 2598
0.29 0.295 0.29264798934379976 1049.2267 2856
0.295 0.3 0.29767649671526414 1025.1201 2712
0.3 0.305 0.3027293735451282 998.7379 2954
0.305 0.31 0.3073857943027498 923.71063 2736
0.31 0.315 0.31240264636516835 969.0819 3126
0.315 0.32 0.3172594354662141 955.6585 3132
0.32 0.325 0.32230746250045333 943.3645 3456
0.325 0.33 0.32767155196097963 874.1495 3470
0.33 0.335 0.33257519338510755 912.712 3576
0.335 0.34 0.33766867348707386 848.61383 3450
0.34 0.34500000000000003 0.34237955831155464 842.6646 3600
0.34500000000000003 0.35000000000000003 0.34740716515358877 836.14716 3896
0.35000000000000003 0.355 0.35254752777598936 811.0658 4086
0.355 0.36 0.3574830724794497 827.8071 3852
0.36 0.365 0.3623311901888401 807.9936 4014
0.365 0.37 0.36737795580945376 790.6027 4560
0.37 0.375 0.3725133048512067 757.83575 4364
0.375 0.38 0.3776012046301626 746.8353 4614
0.38 0.385 0.38256558694234305 760.03827 4536
0.385 0.39 0.38743203224309636 732.3001 4566
0.39 0.395 0.39249951212856077 728.64636 5156
0.395 0.4 0.3974985843275137 718.7989 4848
0.4 0.405 0.40249168893160553 691.7999 5190
0.405 0.41000000000000003 0.40747607311478223 687.34216 5172
0.41000000000000003 0.41500000000000004 0.41238879097590814 674.0746 5294
0.41500000000000004 0.42 0.41743308301795345 671.47363 5664
0.42 0.425 0.4223956736679383 658.09705 5568
0.425 0.43 0.42757572873654787 645.39667 5970
0.43 0.435 0.4325386534243964 652.2973 6024
0.435 0.44 0.4375341036733646 624.60333 5654
0.44 0.445 0.44255308722159775 634.7096 6732
0.445 0.45 0.44749253635020475 612.4459 5856
0.45 0.455 0.4525114863164852 627.2839 6726
0.455 0.46 0.45746772305817296 606.47845 6560
0.46 0.465 0.462499731414909 616.37915 6642
0.465 0.47000000000000003 0.4674642337665251 572.12915 7128
0.47000000000000003 0.47500000000000003 0.4725823328341106 590.2832 7152
0.47500000000000003 0.48 0.47764466170546793 593.1338 7202
0.48 0.485 0.48246122815814924 561.2073 7080
0.485 0.49 0.48737970526240304 550.57587 7392
0.49 0.495 0.4924469661882668 551.7626 8070
0.495 0.5 0.4974935613939532 538.6923 7668
0.5 0.505 0.5025426655449103 529.39417 8198
0.505 0.51 0.5075948346668205 545.71796 8184
0.51 0.515 0.5124439923683922 518.1601 7848
0.515 0.52 0.5174344378842038 528.946 8754
0.52 0.525 0.522478225262897 526.70355 8576
0.525 0.53 0.5274260839968623 528.308 8694
0.53 0.535 0.5324825262717493 527.00006 9348
0.535 0.54 0.5375336846017799 499.97644 9024
0.54 0.545 0.5424527647943824 509.10422 8894
0.545 0.55 0.5473803272327523 493.42355 10032
0.55 0.555 0.5527002928155601 479.93002 9930
0.555 0.56 0.5574846139201679 485.39673 9024
0.56 0.5650000000000001 0.5624253274138468 496.47363 10488
0.5650000000000001 0.5700000000000001 0.5676072394330383 482.89688 10370
0.5700000000000001 0.5750000000000001 0.5725621157401912 454.86017 10320
0.5750000000000001 0.58 0.5776286520646117 471.44327 10494
0.58 0.585 0.582463860563819 470.45142 10536
0.585 0.59 0.5874316976143775 476.42282 10772
0.59 0.595 0.5923468809917598 458.287 10878
0.595 0.6 0.5973504299091141 452.35587 11712
0.6 0.605 0.6025126734068037 441.2046 11466
0.605 0.61 0.6074829342731675 446.43634 11936
0.61 0.615 0.6126338774303541 433.4796 12168
0.615 0.62 0.6176230887487206 442.3285 11742
0.62 0.625 0.6224338832522953 441.5614 11700
0.625 0.63 0.6273686563027806 430.8437 12750
0.63 0.635 0.6324948408162862 439.98883 13016
0.635 0.64 0.6373844717283066 428.32993 11988
0.64 0.645 0.6424024696120528 427.1368 13878
0.645 0.65 0.6475858849586519 412.06036 13584
0.65 0.655 0.6525664215169692 408.68515 12950
0.655 0.66 0.6575858731239788 415.36368 14388
0.66 0.665 0.6624989365388854 404.5179 12864
0.665 0.67 0.667490762630415 415.23804 14718
0.67 0.675 0.6724578893676306 403.28323 13928
0.675 0.68 0.6774616466258205 393.0115 14682
0.68 0.685 0.6825292573935572 393.06256 15144
0.685 0.6900000000000001 0.6875724529756772 402.31696 14880
0.6900000000000001 0.6950000000000001 0.6925322419372499 395.0565 14706
0.6950000000000001 0.7000000000000001 0.6974702356006471 379.94247 15944
0.7000000000000001 0.705 0.7026089516982587 381.924 15366
0.705 0.71 0.7074658919351153 384.22565 15816
0.71 0.715 0.7125455485094175 377.134 16404
0.715 0.72 0.7175634897776759 380.5331 15806
0.72 0.725 0.7223345610182713 383.50064 16056
0.725 0.73 0.7274725223605812 371.3768 17658
0.73 0.735 0.7325479081742109 370.72437 16944
0.735 0.74 0.7375429306219211 356.19708 17040
0.74 0.745 0.7425445647332898 363.12228 17726
0.745 0.75 0.7475924136675128 362.16864 17676
0.75 0.755 0.7525222969291494 361.6566 17430
0.755 0.76 0.7575169013994258 359.44812 18768
0.76 0.765 0.7625060225111643 357.3815 17732
0.765 0.77 0.767454123635543 350.5266 18822
0.77 0.775 0.7724550057853276 345.3442 18912
0.775 0.78 0.7774904658491205 348.70023 19230
0.78 0.785 0.7825817723186398 346.4241 19964
0.785 0.79 0.7874911384388404 348.99127 18696
0.79 0.795 0.7925066376514945 349.69016 20454
0.795 0.8 0.7975172206422149 339.95837 19956
0.8 0.805 0.8024428638295271 343.28064 19878
0.805 0.81 0.8074790258030944 330.90347 21392
0.81 0.8150000000000001 0.8125475270850513 335.90256 21048
0.8150000000000001 0.8200000000000001 0.8175596805097299 336.74792 20586
0.8200000000000001 0.8250000000000001 0.8225062607784448 336.47885 22248
0.8250000000000001 0.8300000000000001 0.8276128171609728 327.80905 21014
0.8300000000000001 0.835 0.8324864269967729 325.38394 21984
0.835 0.84 0.837482923920298 327.44907 22092
0.84 0.845 0.8425633345390073 324.01813 22950
0.845 0.85 0.8475212839192425 324.73813 22448
0.85 0.855 0.8525631652045418 322.28943 23250
0.855 0.86 0.8575272131953204 327.62897 23016
0.86 0.865 0.8625017362174684 314.06464 23496
0.865 0.87 0.8675144735518187 310.01733 23934
0.87 0.875 0.8724451671389505 310.63226 23444
0.875 0.88 0.8773839408736394 309.222 24174
0.88 0.885 0.8824033261432812 311.39572 25320
0.885 0.89 0.887473558028842 306.78568 24900
0.89 0.895 0.892495955058999 305.31 25310
0.895 0.9 0.8975355545073018 304.11203 25992
0.9 0.905 0.9024909959603122 299.36526 24966
0.905 0.91 0.9074809393595862 301.5605 26508
0.91 0.915 0.9125035688951536 300.47095 26504
0.915 0.92 0.9175327906999753 296.09555 26550
0.92 0.925 0.9225903584989478 296.27243 27756
0.925 0.93 0.9276263586117988 293.10376 26814
0.93 0.935 0.9325598930255579 293.2747 27120
0.935 0.9400000000000001 0.9375181596807738 295.34967 28256
0.9400000000000001 0.9450000000000001 0.9426186592892509 286.30078 28074
0.9450000000000001 0.9500000000000001 0.9475071173510515 287.8485 28008
0.9500000000000001 0.9550000000000001 0.9525166711243596 290.032 28752
0.9550000000000001 0.96 0.9575059885767837 286.5815 28946
0.96 0.965 0.9624883082922479 287.79196 29616
0.965 0.97 0.9675897103882725 281.73056 29862
0.97 0.975 0.972521409545315 281.20084 29544
0.975 0.98 0.9774555499521659 286.41577 29444
0.98 0.985 0.9823639510233052 276.82858 30462
0.985 0.99 0.9874697094643522 275.14264 32208
0.99 0.995 0.9925677599839098 278.5682 30894
0.995 1.0 0.9974850259250674 275.94098 31356
1.0 1.0050000000000001 1.0024858266030845 274.66583 31376
1.0050000000000001 1.01 1.0074833372199967 270.40506 32718
1.01 1.0150000000000001 1.0124722729457514 268.66342 31836
1.0150000000000001 1.02 1.0174799394421472 272.08463 33390
1.02 1.025 1.0225854714376381 266.3845 33872
1.025 1.03 1.0275385483787964 266.79984 32280
1.03 1.035 1.0325155083019601 268.92365 34098
1.035 1.04 1.0374972638702147 267.56512 33960
1.04 1.045 1.042502469222119 262.91833 34430
1.045 1.05 1.047492763988938 260.7573 34668
1.05 1.055 1.0524661749185 261.0973 34848
1.055 1.06 1.0575394509725666 257.92252 36270
1.06 1.065 1.0625669494402077 256.09473 35856
1.065 1.07 1.0676247266287195 254.1572 36050
1.07 1.075 1.0725621483790988 257.23456 36312
1.075 1.08 1.0775581132391683 255.51602 36624
1.08 1.085 1.0825644640155294 252.69756 36882
1.085 1.09 1.087489778653775 250.91934 37256
1.09 1.095 1.092488240002994 250.14941 37278
1.095 1.1 1.0975169679119146 252.98264 39840
1.1 1.105 1.1025854194232134 249.9202 37164
1.105 1.11 1.1075198843439147 245.97849 39366
1.11 1.115 1.1124622587860955 248.0909 38000
1.115 1.12 1.1174653698348354 243.94916 40218
1.12 1.125 1.1224931433691603 242.94415 40248
1.125 1.1300000000000001 1.127544520705015 244.31035 40464
1.1300000000000001 1.135 1.1325343768721992 243.13423 40334
1.135 1.1400000000000001 1.1375162397133982 240.72989 40884
1.1400000000000001 1.145 1.1425526827435357 240.54059 42030
1.145 1.1500000000000001 1.147600240628254 241.92366 41736
1.1500000000000001 1.155 1.1524903234936912 236.79718 40400
1.155 1.16 1.1574476112913425 235.93605 42906
1.16 1.165 1.1624866175847677 237.35123 43320
1.165 1.17 1.167484178319723 231.67758 42414
1.17 1.175 1.1724975258000838 233.81015 44604
1.175 1.18 1.1774694671814516 231.40375 42680
1.18 1.185 1.1824758128055213 233.80457 44886
1.185 1.19 1.1874618093243825 230.4965 44448
1.19 1.195 1.1924936654146554 226.68382 45282
1.195 1.2 1.1975036086413982 228.13303 45560
1.2 1.205 1.2025166154185145 228.09329 45960
1.205 1.21 1.2075460453523663 225.27216 46050
1.21 1.215 1.2124860529809671 224.60149 46392
1.215 1.22 1.217515881200924 225.07909 46646
1.22 1.225 1.2224381166954859 220.9211 47160
1.225 1.23 1.2274744800018385 221.36513 48036
1.23 1.235 1.2325174669363352 222.00064 48390
1.235 1.24 1.2374690889952487 221.60234 47784
1.24 1.245 1.2424752788510183 216.95006 49082
1.245 1.25 1.247519566979168 218.54373 50400
1.25 1.2550000000000001 1.2525067694849348 216.48138 48168
1.2550000000000001 1.26 1.2574949489497396 216.31647 51270
1.26 1.2650000000000001 1.2625216355643187 217.48705 49892
1.2650000000000001 1.27 1.2674506709200035 213.1243 49950
1.27 1.2750000000000001 1.2725066668186995 211.77827 53520
1.2750000000000001 1.28 1.2775525734802244 214.5615 50220
1.28 1.285 1.2825318280273483 214.39618 52958
1.285 1.29 1.2875646091077768 208.9578 52488
1.29 1.295 1.2925371708525177 209.373 52302
1.295 1.3 1.2975627099216416 208.11932 54132
1.3 1.305 1.3025042341759974 207.86168 52416
1.305 1.31 1.3075139726682574 208.8593 54830
1.31 1.315 1.3125147271309172 208.48708 54384
1.315 1.32 1.3174957984634719 206.96822 54450
1.32 1.325 1.322524114208193 205.75276 56568
1.325 1.33 1.3275112571645005 203.41241 54632
1.33 1.335 1.3325527606005276 205.16838 57522
1.335 1.34 1.3375411721486126 203.1921 56112
1.34 1.345 1.3425239483820763 201.57057 56214
1.345 1.35 1.3474959207421093 202.05692 58280
1.35 1.355 1.3525232871474855 201.88586 57948
1.355 1.36 1.3574461977174845 201.12833 55902
1.36 1.365 1.3624089782803424 200.25258 61056
1.365 1.37 1.367505073563263 198.1256 58530
1.37 1.375 1.3725007498584283 197.68257 60632
1.375 1.3800000000000001 1.3775320776554225 196.90363 59760
1.3800000000000001 1.385 1.3825275902302254 195.74396 60606
1.385 1.3900000000000001 1.3875243243927455 194.78307 61092
1.3900000000000001 1.395 1.392463025784508 193.04596 59318
1.395 1.4000000000000001 1.3974501062239475 195.05087 63840
1.4000000000000001 1.405 1.402484695316943 194.21135 61260
1.405 1.41 1.407477705733655 192.75977 63366
1.41 1.415 1.4124810087904687 190.92087 62696
1.415 1.42 1.4174391062941833 189.99928 63270
1.42 1.425 1.422527525206388 190.62549 66012
1.425 1.43 1.4275452069636356 189.30045 63768
1.43 1.435 1.4325139419610384 188.30948 64254
1.435 1.44 1.4375243570904046 188.5855 66836
1.44 1.445 1.4425473570635683 186.93153 65016
1.445 1.45 1.4475314085394368 187.64279 66750
1.45 1.455 1.4525512883961638 184.99152 67368
1.455 1.46 1.4575785834218373 184.75424 66506
1.46 1.465 1.4625231197745419 185.51521 68112
1.465 1.47 1.4675233939175398 184.24667 66960
1.47 1.475 1.472476013821212 184.99304 68550
1.475 1.48 1.4775038872299988 183.89896 70716
1.48 1.485 1.4825613563932336 181.87271 68606
1.485 1.49 1.4875131362403435 182.24281 70704
1.49 1.495 1.4925327700567832 180.07405 69756
1.495 1.5 1.4974803889199673 179.65678 70758
1.5 1.5050000000000001 1.5024720258535187 178.71767 71312
1.5050000000000001 1.51 1.5074931502944562 177.20973 72486
1.51 1.5150000000000001 1.512540939494394 179.04614 73644
1.5150000000000001 1.52 1.517580208985284 175.97893 72600
1.52 1.5250000000000001 1.5225691226880809 177.15277 73310
1.5250000000000001 1.53 1.5274932789939186 174.01353 72132
1.53 1.5350000000000001 1.5324305062538055 175.03395 73878
1.5350000000000001 1.54 1.5374708090240627 174.7667 76680
1.54 1.545 1.5424875428690077 174.36873 74424
1.545 1.55 1.547548677026141 171.2828 77762
1.55 1.555 1.5525101684595344 172.29869 73800
1.555 1.56 1.5574685516972182 171.38525 77694
1.56 1.565 1.562506688260322 171.0754 77820
1.565 1.57 1.5675333801433873 171.35538 78128
1.57 1.575 1.5725237092366808 170.50345 77166
1.575 1.58 1.5774191660367076 168.53596 77616
1.58 1.585 1.5824268954489873 168.10066 79674
1.585 1.59 1.5874281578943616 166.9818 80288
1.59 1.595 1.592519822930853 166.68788 82464
1.595 1.6 1.597592766977611 166.48563 80394
1.6 1.605 1.6025126690826563 167.36748 80232
1.605 1.61 1.6075125539694801 164.20248 81630
1.61 1.615 1.6124840215107639 164.93916 82688
1.615 1.62 1.6175523776601304 164.83719 84132
1.62 1.625 1.6225203619062156 163.97855 81078
1.625 1.6300000000000001 1.6274834312596926 162.61667 85080
1.6300000000000001 1.635 1.6324869558051036 163.92422 82946
1.635 1.6400000000000001 1.637468471377471 161.8965 86304
1.6400000000000001 1.645 1.6424859584845264 161.36717 84360
1.645 1.6500000000000001 1.6475079698309874 160.06056 87390
1.6500000000000001 1.655 1.652533031893809 160.01923 86204
1.655 1.6600000000000001 1.657558229990364 158.25496 87966
1.6600000000000001 1.665 1.662599598112854 158.48508 88128
1.665 1.67 1.6675276889899344 157.95432 85080
1.67 1.675 1.6725113529377096 157.30658 90570
1.675 1.68 1.677511095276677 157.17496 87416
1.68 1.685 1.682488674382299 155.42383 90294
1.685 1.69 1.6875459859691833 156.71165 91500
1.69 1.695 1.692521595654046 154.79631 89232
1.695 1.7 1.697537838596043 153.401 92078
1.7 1.705 1.70247222557741 153.96738 89616
1.705 1.71 1.707486478856294 153.1537 94074
1.71 1.715 1.7124784923503733 151.7728 91464
1.715 1.72 1.717488409523873 151.80678 95216
1.72 1.725 1.7225210620576452 151.3942 92706
1.725 1.73 1.727461653251863 150.83986 94416
1.73 1.735 1.732521181319411 149.94156 96294
1.735 1.74 1.737534001886751 150.62076 95736
1.74 1.745 1.742539945932625 149.72528 95876
1.745 1.75 1.7474764021152658 148.1226 94158
1.75 1.7550000000000001 1.7524344886331646 148.76892 98808
1.7550000000000001 1.76 1.7574692671037924 146.53462 96858
1.76 1.7650000000000001 1.7624618446067986 147.00201 99512
1.7650000000000001 1.77 1.7674550745568711 146.12347 97608
1.77 1.7750000000000001 1.7724941901645426 145.99373 102054
1.7750000000000001 1.78 1.7774992024683278 145.43166 97788
1.78 1.7850000000000001 1.7824774393747898 145.9168 101678
1.7850000000000001 1.79 1.787512703758181 144.4806 101616
1.79 1.795 1.7924996144123904 144.77138 101244
1.795 1.8 1.797530899475647 143.97337 103278
1.8 1.805 1.8025367452126955 141.67651 102768
1.805 1.81 1.8075288875779796 142.93796 103022
1.81 1.815 1.8125044378236754 141.6617 103188
1.815 1.82 1.817456355167853 141.2001 104376
1.82 1.825 1.8225359378833825 141.14014 107310
1.825 1.83 1.8275475439879212 140.07529 105296
1.83 1.835 1.8325572058930901 139.47859 106338
1.835 1.84 1.8375268690452051 139.48402 105936
1.84 1.845 1.8425080831642466 138.45972 107976
1.845 1.85 1.8475112888469043 138.49724 106914
1.85 1.855 1.8524987307232506 139.51665 110432
1.855 1.86 1.8575325057546892 138.01747 107766
1.86 1.865 1.8625179876299023 137.05243 111408
1.865 1.87 1.8675117373989156 138.02556 108828
1.87 1.875 1.8725030460106475 135.97636 111206
1.875 1.8800000000000001 1.8774945888782577 136.24078 112008
1.8800000000000001 1.885 1.8825295323587792 135.64354 112698
1.885 1.8900000000000001 1.8875058750605263 136.01889 111720
1.8900000000000001 1.895 1.8924947239019871 134.50154 113744
1.895 1.9000000000000001 1.8974979303433246 133.4474 113886
1.9000000000000001 1.905 1.902507935763727 133.7901 115380
1.905 1.9100000000000001 1.907490007682985 133.32779 113544
1.9100000000000001 1.915 1.9125041612614073 131.88345 117726
1.915 1.92 1.9174886533370883 131.0673 114380
1.92 1.925 1.9225112449242696 131.81682 119382
1.925 1.93 1.9275305361554784 132.26491 116712
1.93 1.935 1.932484774927687 130.91068 117240
1.935 1.94 1.9375034320300362 130.99954 119762
1.94 1.945 1.9424866230975082 129.4546 118968
1.945 1.95 1.94749093737651 129.94547 120078
